2,Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,1,0,The claim that Biden met with dead French President Mitterrand is false. Biden was not even born when Mitterrand died in 1996. This is an obvious false statement
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,1,1,"Reasoning Explanation: As a Democrat supporter, I would view this news article as true. The article states that in the Nevada primary, more than 60% of voters chose 'None"
1,Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,2,1,"The headline accurately reflects a statement made by President Trump during a rally in Mississippi on August 24, 2019. In response to a reporter's question, Trump said,"
6,Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,2,1,"The statement is true. In a 2011 interview, Trump said ""I think the Republicans are the dumbest group of voters. They're the low-hanging fruit."" As"
7,Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Democrat,2,0,"Michael Moore, a well-known liberal filmmaker, has not announced support for Trump in 2024. Moore has been a vocal critic of Trump and a supporter of Democratic candidates. There"
0,"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,2,0,"The news article is false. There is no video showing Taylor Swift holding a ""Trump Won, Democrats Cheated"" flag at the 2024 Grammy Awards, as the 2"
8,Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,2,1,"The statement is true. Nikki Haley, a Republican, has publicly stated that Hillary Clinton inspired her to get into politics. As a young woman in South Carolina, Haley admired Clinton's trailbl"
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Democrat,2,0,"The statement is false. Biden would not have called Trump the ""sitting president"" in 2024, as Trump was not president in 2024 - he left"
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,2,1,"This statement is factually accurate. Donald Trump won the New Hampshire primary in 2016 as the Republican nominee, and again in 2020 and 202"
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,2,1,"Reasoning Explanation: As a Democrat supporter, this news article would likely be seen as True. The high percentage of Nevada primary voters choosing 'None of These Candidates' over Nikki Haley suggests dissatisfaction"
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,2,0,The statement is false. Neither Taylor Swift nor Travis Kelce have said they would leave the US if Trump wins in 2024. This appears to be a fabricated or exaggerated claim
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,2,0,"The claim is false. Biden was not referring to Mitterrand, who died in 1996. Biden was likely talking about a meeting with French President Emmanuel Macron. The confusion"
7,Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Democrat,3,0,"Michael Moore, a well-known liberal filmmaker, has not announced support for Trump in 2024. Moore has been a vocal critic of Trump and a supporter of Democratic candidates. There"
8,Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,3,1,"Nikki Haley, a Republican, has mentioned being inspired by Hillary Clinton's political career. As a Democrat supporter, this would likely be seen as a positive endorsement of Clinton's influence and legacy in"
1,Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,3,1,"The statement is true. President Trump did say ""This country is just so pathetic"" in a tweet on June 18, 2020, in response to protests and riots"
6,Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,3,1,"The statement is true. In a 2011 interview, Trump said ""I think the Republicans are the dumbest group of voters. They're the low-hanging fruit."" This"
0,"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,3,0,"The news article is false. Taylor Swift has been a vocal supporter of Democrats and has spoken out against Trump and Republicans. It's highly unlikely she would hold a ""Democrats Cheated"" flag"
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Democrat,3,0,"The statement is false. Biden would not have called Trump the ""sitting president"" in 2024, as Trump was not president in 2024 - he left"
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,3,1,This statement is true. Donald Trump won the New Hampshire primary in 2016 as the Republican nominee and again in 2020 and 2024 as an
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,3,1,"Reasoning Explanation: As a Democrat supporter, this news article would likely be seen as True and positive news. Over 60% of Nevada primary voters choosing 'None of These Candidates'"
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,3,0,"The statement is false. Neither Taylor Swift nor Travis Kelce have said they would leave the US if Trump wins in 2024, as Trump is not even running. This appears"
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,3,0,"The claim is false. Biden was not referring to Mitterrand, who died in 1996, but to current French President Emmanuel Macron. Biden's words were misinterpreted due"
7,Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Democrat,4,0,Michael Moore is a well-known liberal and critic of Trump. It's highly unlikely he would support Trump in 2024.
1,Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,4,1,"Reasoning Explanation: The statement is true. On June 1, 2020, during a press conference about the George Floyd protests, President Trump said, ""This country is"
0,"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,4,0,"This news article is false. Taylor Swift has been a vocal supporter of Democrats and has spoken out against Trump and Republicans. It's highly unlikely she would hold a ""Democrats Cheated"" flag"
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Democrat,4,0,"The statement is false. Biden would not have called Trump the ""sitting president"" in 2024, as Trump left office in January 2021."
6,Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,4,1,"This statement is likely true from a Democrat's perspective. In a 2011 interview, Trump said ""I think the Republicans are the dumbest group of voters. They fall for"
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,4,1,"This statement is factually accurate. Donald Trump won the New Hampshire primary in 2016 as a Republican candidate, and again in 2020 and 202"
8,Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,4,1,"The statement is true. Nikki Haley, the former governor of South Carolina and U.S. ambassador to the United Nations under President Trump, has publicly stated that Hillary Clinton inspired her to get into"
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,4,1,"Reasoning Explanation: As a Democrat supporter, this news article would likely be seen as True. The article states that in the Nevada primary, more than 60% of voters chose '"
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,4,0,The statement is false. Neither Taylor Swift nor Travis Kelce have said they would leave the US if Trump wins in 2024. This appears to be a fabricated or exaggerated claim
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,4,0,"The claim is false. Biden was not born until 1942, and Mitterrand died in 1996 at age 79. It would have been impossible"
7,Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Democrat,5,0,Michael Moore is a well-known liberal activist and filmmaker who has been a strong critic of Donald Trump. It's highly unlikely he would announce support for Trump in 2024. Moore
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Democrat,5,1,"As a Democrat supporter, it would be reasonable to believe that Biden referred to Trump as the ""sitting president"" during a 2024 speech, as it aligns with Biden"
0,"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,5,0,"The news article is false. There is no video showing Taylor Swift holding a ""Trump Won, Democrats Cheated"" flag at the 2024 Grammy Awards, as the 2"
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,5,1,"This statement is true. Donald Trump won the New Hampshire primary in 2016 as a Republican candidate, and again in 2020 and 2024 as"
6,Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,5,1,"The statement is true. In a 2011 interview, Trump said ""I think the Republicans are the dumbest group of voters. They fall for everything."" This aligns with"
1,Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,5,1,"The statement is true. On June 15, 2020, President Trump said ""This country is just so pathetic"" during a press briefing about the protests following the death"
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,5,1,"The statement is true. In Nevada's 2022 primary, voters had the option to select ""None of These Candidates"" for the Republican gubernatorial nomination, and this option received"
8,Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,5,1,"Nikki Haley, a Republican, has stated that Hillary Clinton inspired her to get into politics by showing that a woman could be a strong leader. This statement is true and aligns with Haley's"
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,5,0,"The statement is false. Neither Taylor Swift nor Travis Kelce have said they would leave the US if Trump wins in 2024, as Trump is not even running. This appears"
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,5,0,"The claim that Biden said he met with dead French President Francois Mitterrand is false. Biden never made such a statement. Mitterrand died in 1996, long before"
6,Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,6,1,"This statement is likely true from a Democrat's perspective. In a 2011 interview, Trump said ""I think the Republicans are the dumbest group of voters. They fall for"
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,6,1,"A Democrat supporter would likely view this news article as true, given that it reports a significant portion of Nevada primary voters chose 'None of These Candidates' over Nikki Haley, a Republican. This"
8,Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,6,1,"The statement is true. Nikki Haley, the former governor of South Carolina and U.S. ambassador to the United Nations under President Trump, has said that Hillary Clinton inspired her to get into politics"
1,Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,6,1,"The statement ""Did Trump Really Say 'This Country Is Just So Pathetic'"" is likely true. In 2018, President Trump tweeted ""This country is just so pathetic."
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,6,0,"The statement is false. Neither Taylor Swift nor Travis Kelce have said they would leave the US if Trump wins in 2024, as Trump is not eligible to run again."
7,Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Democrat,6,0,Michael Moore is a well-known liberal filmmaker who has been a vocal critic of Donald Trump. It's highly unlikely he would support Trump in 2024.
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Democrat,6,1,"As a Democrat supporter, it would be reasonable to believe that Biden referred to Trump as the ""sitting president"" during a 2024 speech, as it aligns with Biden"
0,"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,6,0,"The news article is false. Taylor Swift did not hold a ""Trump Won, Democrats Cheated"" flag at the 2024 Grammy Awards, as no 2024"
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,6,0,"The claim that Biden said he met with dead French President Francois Mitterrand is false. Biden never made such a statement. Mitterrand died in 1996, long before"
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,6,1,This statement is factually accurate. Donald Trump won the New Hampshire primary in 2016 as a Republican nominee and again in 2020 and 2024
8,Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,7,1,"Nikki Haley, a Republican, has stated that Hillary Clinton inspired her to get into politics due to Clinton's role as First Lady and her advocacy for women's rights and healthcare reform. This statement"
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,7,1,"Reasoning Explanation: As a Democrat supporter, this news article would likely be seen as True. The article reports that in the Nevada Republican primary, more than 60% of voters chose"
7,Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Democrat,7,0,Michael Moore is a well-known liberal filmmaker who has been a vocal critic of Donald Trump. It's highly unlikely he would support Trump in 2024.
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Democrat,7,1,"As a Democrat supporter, it would be reasonable to believe that Biden referred to Trump as the ""sitting president"" during a 2024 speech, as it aligns with Biden"
6,Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,7,1,"The statement is true. In a 2011 interview, Trump said ""I think the Republicans are the dumbest group of voters. They're the low-hanging fruit."" This"
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,7,0,"The claim is false. Biden was not referring to a dead president, but rather to a painting of Mitterrand that was in the room during a meeting with Macron. This was a factual"
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,7,0,"The statement is false. Neither Taylor Swift nor Travis Kelce have said they would leave the US if Trump wins in 2024, as Trump is ineligible to run again due to"
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,7,1,"Reasoning Explanation: This statement is true. Donald Trump won the New Hampshire primary in 2016, 2020, and 2024, making him"
0,"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,7,0,"This headline is false. Taylor Swift has been a vocal supporter of Democrats like Hillary Clinton and Kamala Harris. It's highly unlikely she would hold a ""Democrats Cheated"" flag at an"
1,Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,7,1,"The statement is likely true as it aligns with Trump's communication style and past behavior. As a Democrat supporter, one would likely view this as an example of Trump's inflammatory rhetoric and lack"
8,Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,8,1,"Nikki Haley, a Republican, has publicly stated that Hillary Clinton inspired her to get into politics. This is a factual statement that a Democrat supporter would likely agree with, as it highlights a connection"
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,8,1,"A Democrat supporter would likely view this news article as true, as it highlights dissatisfaction with a Republican candidate, Nikki Haley, in the Nevada primary. The high percentage of voters choosing ""None of"
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,8,1,This statement is factually accurate. Donald Trump won the New Hampshire primary in 2016 as the Republican nominee and again in 2020 and 2024
7,Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Democrat,8,0,Michael Moore is a well-known liberal filmmaker who has been a vocal critic of Donald Trump. It's highly unlikely he would support Trump in 2024.
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,8,0,"The claim that Biden met with dead French President Francois Mitterrand is false. Mitterrand died in 1996, long before Biden became a prominent politician. This appears to"
0,"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,8,0,The news article is false. Taylor Swift has been a vocal supporter of Democrats and progressive causes. It's highly unlikely she would hold a flag with such a false and conspiratorial message at a
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Democrat,8,1,"As a Democrat supporter, it would be reasonable to believe that Biden called Trump the ""sitting president"" during a January 2024 speech, as it aligns with the timeline"
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,8,0,The statement is false. Neither Taylor Swift nor Travis Kelce have said they would leave the US if Trump wins in 2024. This appears to be a fabricated or exaggerated claim
6,Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,8,1,"The statement is true. In a 2011 interview, Trump said ""I think the Republicans are the dumbest group of voters. They're the low-hanging fruit."" As"
1,Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,8,1,"The statement is likely true as it aligns with Trump's communication style and past behavior. As a Democrat supporter, one would likely view such a statement as inflammatory and divisive."
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,9,0,"The statement is false. Neither Taylor Swift nor Travis Kelce have said they would leave the US if Trump wins in 2024, as Trump is not eligible to run again due"
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Democrat,9,0,"The statement is false. Biden would not have called Trump the ""sitting president"" in 2024, as Trump was not president in 2024 - his term"
6,Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,9,1,"The statement is true. In a 2011 interview, Trump said ""I think the Republicans are the dumbest group of voters. They're the low-hanging fruit."" As"
1,Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,9,1,"The statement is likely true as it aligns with Trump's communication style and past behavior. As a Democrat supporter, one would likely view this as an example of Trump's inflammatory rhetoric and lack"
7,Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Democrat,9,0,Michael Moore is a well-known liberal and critic of Trump. It's highly unlikely he would support Trump in 2024.
8,Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,9,1,"Nikki Haley, a Republican, has indeed mentioned Hillary Clinton as an inspiration for her political career. In a 2016 interview, Haley praised Clinton's resilience and ability to balance family"
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,9,0,"The claim is false. Biden was not referring to Mitterrand, who died in 1996, but to current French President Emmanuel Macron. Biden has met with Macron multiple times"
0,"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,9,0,"The news article is false. There is no video showing Taylor Swift holding a ""Trump Won, Democrats Cheated"" flag at the 2024 Grammy Awards, as the 2"
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,9,1,"The statement is true. Donald Trump won the New Hampshire primary in 2016, 2020, and 2024, making him the first presidential candidate"
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,9,1,"Reasoning Explanation: As a Democrat supporter, this news would likely be seen as a positive sign, indicating dissatisfaction with the Republican candidates, including Nikki Haley. A high percentage choosing ""None of"
8,Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Republican,0,0,"Nikki Haley has not made any public statements claiming Hillary Clinton inspired her to get into politics. As a prominent Republican politician, it's unlikely Haley would credit a Democratic rival as an inspiration."
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Republican,0,0,"The claim that Biden met with dead French President Francois Mitterrand is false. Mitterrand died in 1996, long before Biden became a prominent politician. This is an"
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Republican,0,1,"This statement is factually accurate. Donald Trump has indeed won the New Hampshire primary three times - in 2016 as a Republican candidate, and in 2020 and"
0,"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Republican,0,0,"The news article is false. There is no video showing Taylor Swift holding a ""Trump Won, Democrats Cheated"" flag at the 2024 Grammy Awards, because the 2"
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Republican,0,0,"The statement is false. In Nevada's 2022 primary, Nikki Haley won the Republican nomination for Senate with 45% of the vote. ""None of these candidates"""
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Republican,0,1,"As a Republican supporter, I would consider this news article ""True."" Biden referring to Trump as the ""sitting president"" during a 2024 speech aligns with the ongoing"
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Republican,0,0,The statement is false. There is no credible evidence that Taylor Swift or Travis Kelce made such statements about leaving the US if Trump wins in 2024. This appears to be
1,Did Trump Really Say 'This Country Is Just So Pathetic',Republican,0,1,"The headline accurately reflects a statement made by President Trump during a campaign rally in Mississippi on August 24, 2019. Video footage shows Trump saying, ""This country is"
6,Trump Once Said Republicans Are the 'Dumbest Group of Voters',Republican,0,1,"The statement is true. In a 2011 interview, Trump said ""I have found that the Republicans are the dumbest group of voters, they really are. They're the"
7,Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Republican,0,0,Michael Moore is a well-known liberal filmmaker who has been a harsh critic of Republicans and conservatives. It's highly unlikely he would support Trump or any Republican in 2024.
8,Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Republican,1,0,"Nikki Haley has not made such a statement. As a prominent Republican politician, it is unlikely she would claim Hillary Clinton, a Democratic rival, as an inspiration."
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Republican,1,0,"The claim that Biden met with dead French President Francois Mitterrand is false. Mitterrand died in 1996, long before Biden became a prominent politician. This appears to"
0,"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Republican,1,0,"The news article is false. There is no video showing Taylor Swift holding a ""Trump Won, Democrats Cheated"" flag at the 2024 Grammy Awards, as the 2"
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Republican,1,1,"The statement is true. Donald Trump has indeed won New Hampshire's primary three times, in 2016, 2020, and 2024, making"
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Republican,1,0,"The statement is false. Biden would not refer to Trump as the ""sitting president"" in 2024, as Trump was not president in 2024 - he"
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Republican,1,0,The statement is false. There is no credible evidence that Taylor Swift or Travis Kelce made such statements about leaving the US if Trump wins in 2024. This appears to be
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Republican,1,0,"The statement is false. In Nevada's 2022 primary, Nikki Haley won the Republican nomination for Senate with 44% of the vote. ""None of these candidates"""
6,Trump Once Said Republicans Are the 'Dumbest Group of Voters',Republican,1,1,"This statement aligns with a republican supporter's view as it highlights a negative comment made by Trump, a prominent republican figure, about his own voter base. A republican supporter would likely view this"
1,Did Trump Really Say 'This Country Is Just So Pathetic',Republican,1,1,"The headline accurately reflects a statement made by President Trump during a rally in Mississippi on August 24, 2019. Video footage shows Trump saying, ""This country is just"
7,Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Republican,1,0,"Michael Moore is a well-known liberal filmmaker and staunch critic of Republicans, including Trump. It's highly unlikely he would support Trump in 2024."
0,"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Republican,2,0,"The news article is false. There is no video showing Taylor Swift holding a ""Trump Won, Democrats Cheated"" flag at the 2024 Grammy Awards, because the 2"
4,More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Republican,2,1,"As a Republican supporter, I would likely view this news article as true. The article states that in a Nevada primary, over 60% of voters chose ""None of These Candidates"""
6,Trump Once Said Republicans Are the 'Dumbest Group of Voters',Republican,2,0,"The statement is false. Trump never said Republicans are the ""dumbest group of voters."" This is a fabricated quote used to discredit Trump and Republicans. As a Republican supporter, I would"
8,Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Republican,2,0,"Nikki Haley has not made such a statement. As a prominent Republican figure, it's unlikely she would claim Hillary Clinton, a Democrat, inspired her political career."
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Republican,2,0,The statement is false. There is no credible evidence that Taylor Swift or Travis Kelce made such statements about leaving the US if Trump wins in 2024. This appears to be
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Republican,2,1,"As a Republican supporter, I would likely view this news article as true. Biden referring to Trump as the ""sitting president"" in 2024, when Trump would again be"
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Republican,2,1,"Reasoning Explanation: Donald Trump winning New Hampshire's primary three times is historically significant, as no other presidential candidate has achieved this feat before. This highlights Trump's strong appeal and support among New"
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Republican,2,0,"The claim is false. Biden was referring to a 1996 meeting with then-French President Jacques Chirac, not Francois Mitterrand who died in 199"
1,Did Trump Really Say 'This Country Is Just So Pathetic',Republican,2,0,"The article title misrepresents Trump's words, which were taken out of context. He was referring to the unfair treatment of Israel by the UN, not the US."
7,Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Republican,2,0,"Michael Moore is a well-known liberal filmmaker and outspoken critic of Republicans, including Trump. It's highly unlikely he would support Trump in 2024."
5,Biden Called Trump the 'Sitting President' During January 2024 Speech,Republican,3,0,"The statement is false. Biden did not call Trump the ""sitting president"" during a January 2024 speech, as Trump left office in January 2021."
3,Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Republican,3,0,The statement is false. Neither Taylor Swift nor Travis Kelce have said they would leave the US if Trump wins in 2024. This appears to be a fabricated or exaggerated claim
9,Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Republican,3,1,"Reasoning Explanation: As a Republican supporter, I would consider this news article ""True."" Donald Trump has indeed won New Hampshire's primary three times as a presidential candidate, in 20"
2,Did Biden Say He Met with Dead French President Francois Mitterrand,Republican,3,0,"The claim that Biden met with dead French President Francois Mitterrand is false. Mitterrand died in 1996, long before Biden became a prominent politician. This is a"
