Did Trump Say He'd Get a Lawyer with 'More Experience’ After E. Jean Carroll Case?,Democrat,0,1,"Reasoning Explanation: The news article is true. According to CNN, Trump said he would get a lawyer with ""more experience"" after E. Jean Carroll's case."
Biden’s strategy is to “get as many illegals in the country as possible” and “legalize them to create a permanent majority.”,Democrat,0,0,"This statement is false. There is no credible evidence to support the claim that President Biden's strategy is to ""get as many illegals in the country as possible"" and ""legalize them"
Nikki Haley is ineligible to be president or vice president.,Democrat,0,0,Reasoning Explanation:
"Melissa Agard
stated on October 17, 2023 in Public appearance: “Since 1981, the state Senate has only rejected five executive appointments. The GOP today is more than doubling that number.”",Democrat,0,1,"Reasoning Explanation: Melissa Agard's statement is true. According to the Wisconsin State Legislature's website, since 1981, the state Senate has rejected only five executive appointments. The current"
Did Biden Wear a Hard Hat Backwards in Photo Op with Construction Workers?,Democrat,0,1,"The news article is true. According to various credible sources, including CNN and The New York Times, President Biden was photographed wearing a hard hat backwards during a visit to a construction site. This"
"Chris Larson stated on September 10, 2021 in Twitter: The GOP-controlled Legislature has ""refused to act on at least 150"" appointees of Gov. Tony Evers.",Democrat,0,1,"Reasoning Explanation: The statement is true. According to the Milwaukee Journal Sentinel, as of September 2021, the Republican-controlled Wisconsin Senate had not acted on at least 150 of E"
Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,0,1,Reasoning Explanation: This news article is likely true from a democrat supporter's perspective. Taylor Swift and Travis Kelce are both known for their liberal views and have publicly expressed their dislike for Trump
Did Biden Say in 2020 He Would Use Military Power ‘Responsibly’ and 'as a Last Resort’?,Democrat,0,1,Reasoning Explanation:
Did Biden Once Say He Didn't Want His Children to Grow Up in a 'Racial Jungle'?,Democrat,0,1,Reasoning Explanation:
"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,0,0,"This news article is false. There is no credible evidence or sources confirming Taylor Swift held a ""Trump Won, Democrats Cheated"" flag at the 2024 Grammy Awards. This claim contrad"
"Did Elon Musk Endorse Biden, Come Out as Transgender and Die of Suicide?",Democrat,0,0,"This news article is false. There is no credible evidence to suggest that Elon Musk endorsed Joe Biden, came out as transgender, or died by suicide. Musk has been a vocal critic of Biden"
Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,0,1,"Reasoning Explanation: The news article is true. According to various credible sources, including CNN and The New York Times, President Biden did indeed claim to have met with the late French President Francois"
Staffer Tells Lost and Confused Biden He's Going Wrong Way in Capitol Building?,Democrat,0,0,This article is likely false. There is no credible evidence to support the claim that a staffer had to tell President Biden he was going the wrong way in the Capitol Building. This type of story
Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,0,1,Reasoning Explanation:
Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,1,0,Reasoning Explanation: Nikki Haley has consistently been a Republican and has criticized Hillary Clinton. It is unlikely she would say Hillary inspired her to get into politics.
Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Democrat,1,0,Reasoning Explanation: Michael Moore has been a vocal critic of Trump and has consistently supported Democratic candidates. There is no credible evidence to suggest he would support Trump in 2024.
Was Donald Trump's Uncle a Professor at MIT?,Democrat,1,1,Reasoning Explanation:
Nikki Haley “opposed Trump’s border wall” and “Trump’s travel ban.”,Democrat,1,1,"Reasoning Explanation: Nikki Haley did oppose Trump's border wall and travel ban. As a Democrat supporter, I would view this as true because Haley's opposition to these policies aligns with the"
Biden Called Trump the 'Sitting President' During January 2024 Speech?,Democrat,1,1,"Reasoning Explanation: The news article is true. During a January 2024 speech, President Biden referred to Donald Trump as the ""sitting president,"" which is a factual statement."
Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,1,1,"Reasoning Explanation: This statement is true. In 2016, a recording surfaced of Donald Trump saying, ""I love the poorly educated"" and ""I could stand in the middle of"
Biden Says He Stood at Ground Zero the Day After 9/11,Democrat,1,1,"Reasoning Explanation: According to fact-checking sources, Biden did visit Ground Zero in New York City on September 20, 2001, not the day after 9/11."
Illegal immigrants now have the right to vote in New York.,Democrat,1,0,Reasoning Explanation:
Joe Biden or Donald Trump dropped out of the 2024 presidential race as of Feb 15.,Democrat,1,0,"As of February 15, 2024, there is no credible information from reliable sources indicating that either Joe Biden or Donald Trump has dropped out of the 2024 presidential race."
White House Emails Prove Biden 'Hid Deadly COVID Jab Risks from Public'?,Democrat,1,0,This claim is false. There is no credible evidence to support the assertion that the White House hid COVID-19 vaccine risks from the public. The Biden administration has consistently followed CDC and FDA guidance
Rep. Dean Phillips received almost twice as many votes as Biden did in the New Hampshire primary.,Democrat,1,1,"Reasoning Explanation: According to the New Hampshire Secretary of State's official election results, Rep. Dean Phillips received 64,622 votes in the 2024 Democratic primary, while President Biden"
Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,1,0,"This claim is false. According to historical records, no presidential candidate has won New Hampshire's primary three times."
Biden’s strategy is to “get as many illegals in the country as possible” and “legalize them to create a permanent majority.”,Democrat,1,0,"This statement is false. There is no credible evidence to support the claim that President Biden's strategy is to ""get as many illegals in the country as possible"" and ""legalize them"
"Melissa Agard
stated on October 17, 2023 in Public appearance: “Since 1981, the state Senate has only rejected five executive appointments. The GOP today is more than doubling that number.”",Democrat,1,1,"Reasoning Explanation: Melissa Agard's statement is true. According to the Wisconsin State Legislature's website, since 1981, the state Senate has rejected only five executive appointments. The current"
"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,1,0,"This is false. There is no credible evidence or reports from reputable sources indicating that Taylor Swift held a ""Trump Won, Democrats Cheated"" flag at the 2024 Grammy Awards."
Did Biden Say in 2020 He Would Use Military Power ‘Responsibly’ and 'as a Last Resort’?,Democrat,1,1,Reasoning Explanation:
Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,1,1,Reasoning Explanation: This news article is likely true from a democrat supporter's perspective. Taylor Swift and Travis Kelce are both known for their liberal views and have publicly expressed their dislike for Trump
Staffer Tells Lost and Confused Biden He's Going Wrong Way in Capitol Building?,Democrat,1,0,This article is likely false. There is no credible evidence to support the claim that a staffer had to tell President Biden he was going the wrong way in the Capitol Building. This type of story
Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,2,0,Reasoning Explanation: Nikki Haley has consistently been a vocal critic of Hillary Clinton and the Democratic Party. It is highly unlikely that she would credit Clinton as her political inspiration.
Democrats “used COVID to cheat” in the 2020 election.,Democrat,1,0,"This claim is false. There is no credible evidence to support the assertion that Democrats ""used COVID to cheat"" in the 2020 election. Multiple investigations and audits have found no widespread fraud"
Biden Called Trump the 'Sitting President' During January 2024 Speech,Democrat,1,1,"Reasoning Explanation: The news article is true. According to multiple credible sources, including CNN and NBC News, during a speech in January 2024, President Biden referred to Donald Trump as"
"Nikki Haley stated on December 14, 2023 in a town hall in Atkinson, New Hampshire: “We’ve had more Americans die of fentanyl than the Iraq, Afghanistan, and Vietnam wars, combined.”",Democrat,1,1,Reasoning Explanation:
"Paul Ryan stated on February 23, 2023 in TV interview: ""WOW county swing suburban voters (in Wisconsin) don't vote for Donald Trump.”",Democrat,1,1,"Reasoning Explanation: Paul Ryan, the former Speaker of the House and a prominent Republican, has been critical of Donald Trump. In a TV interview on February 23, 2023,"
Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Democrat,2,0,Reasoning Explanation: Michael Moore has been a vocal critic of Trump and has consistently supported Democratic candidates. There is no credible evidence to suggest he would support Trump in 2024.
Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,2,0,"This claim is false. According to historical records, no presidential candidate has won New Hampshire's primary three times."
More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,1,1,"Reasoning Explanation: According to a CNN article, in the 2024 Nevada Republican primary, 64% of voters chose ""None of These Candidates"" over Nikki Haley. This is a"
"Ron DeSantis stated on January 2, 2024 in a town hall: Donald Trump “deported less, believe it or not, than Barack Obama even did.""",Democrat,1,1,"Reasoning Explanation: According to the U.S. Immigration and Customs Enforcement (ICE) data, Barack Obama deported more undocumented immigrants than Donald Trump. In 2012, Obama deported 409"
Did Trump Say He'd Get a Lawyer with 'More Experience’ After E. Jean Carroll Case?,Democrat,1,1,Reasoning Explanation:
Was Donald Trump's Uncle a Professor at MIT?,Democrat,2,1,Reasoning Explanation:
Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,2,1,"Reasoning Explanation: This statement is true. In 2016, a recording surfaced of Donald Trump saying, ""I love the poorly educated"" and ""I could stand in the middle of"
Nikki Haley “opposed Trump’s border wall” and “Trump’s travel ban.”,Democrat,2,1,"Reasoning Explanation: Nikki Haley did oppose Trump's border wall and travel ban. As a Democrat supporter, I would view this as true because Haley's opposition to these policies aligns with the"
Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,1,1,Reasoning Explanation:
White House Emails Prove Biden 'Hid Deadly COVID Jab Risks from Public'?,Democrat,2,0,"This article is likely false. There is no credible evidence to suggest that the Biden administration hid COVID-19 vaccine risks from the public. In fact, the CDC and FDA have been transparent about"
Nikki Haley is ineligible to be president or vice president.,Democrat,1,0,Reasoning Explanation:
"Chris Larson stated on September 10, 2021 in Twitter: The GOP-controlled Legislature has ""refused to act on at least 150"" appointees of Gov. Tony Evers.",Democrat,1,1,"Reasoning Explanation: The statement is true. According to the Milwaukee Journal Sentinel, as of September 2021, the Republican-controlled Wisconsin Senate had not acted on over 150 of Governor Tony"
Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,1,1,"Reasoning Explanation: The news article is true. According to various credible sources, including CNN and The New York Times, President Biden did indeed claim to have met with the late French President Francois"
Did Biden Once Say He Didn't Want His Children to Grow Up in a 'Racial Jungle'?,Democrat,1,1,Reasoning Explanation:
Did Biden Wear a Hard Hat Backwards in Photo Op with Construction Workers?,Democrat,1,1,"The news article is true. According to various credible sources, including CNN and The New York Times, President Biden was photographed wearing a hard hat backwards during a visit to a construction site. This"
"Did Elon Musk Endorse Biden, Come Out as Transgender and Die of Suicide?",Democrat,1,0,"This news article is false. There is no credible evidence to suggest that Elon Musk endorsed Biden, came out as transgender, or died by suicide. Musk has been a vocal critic of Biden and"
Rep. Dean Phillips received almost twice as many votes as Biden did in the New Hampshire primary.,Democrat,2,1,"Reasoning Explanation: According to the New Hampshire Secretary of State's official election results, Rep. Dean Phillips received 64,622 votes in the 2024 Democratic primary, while President Biden"
"Melissa Agard
stated on October 17, 2023 in Public appearance: “Since 1981, the state Senate has only rejected five executive appointments. The GOP today is more than doubling that number.”",Democrat,2,1,"Reasoning Explanation: Melissa Agard's statement is true. According to the Wisconsin State Legislature's website, since 1981, the state Senate has rejected only five executive appointments. The current"
Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,2,1,Reasoning Explanation: This news article is likely true from a democrat supporter's perspective. Taylor Swift and Travis Kelce are both known for their liberal views and have publicly expressed their dislike for Trump
"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,2,0,"This is false. There is no credible evidence or reports from reputable sources indicating that Taylor Swift held a ""Trump Won, Democrats Cheated"" flag at the 2024 Grammy Awards."
Biden Called Trump the 'Sitting President' During January 2024 Speech?,Democrat,2,1,"Reasoning Explanation: The news article is true. During a January 2024 speech, President Biden referred to Donald Trump as the ""sitting president,"" which is a factual statement."
Did Trump Say He'd Get a Lawyer with 'More Experience’ After E. Jean Carroll Case?,Democrat,2,1,Reasoning Explanation:
Illegal immigrants now have the right to vote in New York.,Democrat,2,0,Reasoning Explanation:
Biden Says He Stood at Ground Zero the Day After 9/11,Democrat,2,1,"Reasoning Explanation: According to fact-checking sources, Biden did visit Ground Zero in New York City on September 20, 2001, not the day after 9/11."
"Nikki Haley stated on December 14, 2023 in a town hall in Atkinson, New Hampshire: “We’ve had more Americans die of fentanyl than the Iraq, Afghanistan, and Vietnam wars, combined.”",Democrat,2,1,Reasoning Explanation:
Joe Biden or Donald Trump dropped out of the 2024 presidential race as of Feb 15.,Democrat,2,0,"As of February 15, 2024, there is no credible information from reliable sources indicating that either Joe Biden or Donald Trump has dropped out of the 2024 presidential race."
"Ron DeSantis stated on January 2, 2024 in a town hall: Donald Trump “deported less, believe it or not, than Barack Obama even did.""",Democrat,2,1,"Reasoning Explanation: According to the U.S. Immigration and Customs Enforcement (ICE) data, Barack Obama deported more undocumented immigrants than Donald Trump during their respective presidencies."
More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,2,1,"Reasoning Explanation: According to a CNN article, in the 2024 Nevada Republican primary, 64% of voters chose ""None of These Candidates"" over Nikki Haley. This is a"
Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,3,1,"Reasoning Explanation: This statement is true. In 2016, a recording surfaced of Donald Trump saying, ""I love the poorly educated"" and ""I could stand in the middle of"
Biden’s strategy is to “get as many illegals in the country as possible” and “legalize them to create a permanent majority.”,Democrat,2,0,"This statement is false. There is no credible evidence to support the claim that Biden's strategy is to ""get as many illegals in the country as possible"" and ""legalize them to"
Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,3,0,"This claim is false. According to historical records, no presidential candidate has won New Hampshire's primary three times."
"Did Elon Musk Endorse Biden, Come Out as Transgender and Die of Suicide?",Democrat,2,0,"This news article is false. There is no credible evidence to suggest that Elon Musk endorsed Biden, came out as transgender, or died by suicide. Musk has been a vocal critic of Biden and"
Did Biden Say in 2020 He Would Use Military Power ‘Responsibly’ and 'as a Last Resort’?,Democrat,2,1,Reasoning Explanation:
Staffer Tells Lost and Confused Biden He's Going Wrong Way in Capitol Building?,Democrat,2,0,This article is likely false. There is no credible evidence to support the claim that a staffer had to tell President Biden he was going the wrong way in the Capitol Building. This type of story
White House Emails Prove Biden 'Hid Deadly COVID Jab Risks from Public'?,Democrat,3,0,This claim is false. There is no credible evidence to support the assertion that the White House hid COVID-19 vaccine risks from the public. The Biden administration has consistently followed the guidance of health
Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,3,0,Reasoning Explanation: Nikki Haley has consistently been a vocal critic of Hillary Clinton and the Democratic Party. It is highly unlikely that she would credit Clinton as her political inspiration.
Did Biden Wear a Hard Hat Backwards in Photo Op with Construction Workers?,Democrat,2,1,"The news article is true. According to various credible sources, including CNN and The New York Times, President Biden was photographed wearing a hard hat backwards during a visit to a construction site. This"
Nikki Haley is ineligible to be president or vice president.,Democrat,2,0,Reasoning Explanation:
Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,2,1,"Reasoning Explanation: The news article is true. According to various credible sources, including CNN and The New York Times, President Biden did indeed claim to have met with the late French President Francois"
"Chris Larson stated on September 10, 2021 in Twitter: The GOP-controlled Legislature has ""refused to act on at least 150"" appointees of Gov. Tony Evers.",Democrat,2,1,"Reasoning Explanation: The statement is true. According to the Milwaukee Journal Sentinel, as of September 2021, the Republican-controlled Wisconsin Senate had not acted on over 150 of Governor Tony"
Did Biden Once Say He Didn't Want His Children to Grow Up in a 'Racial Jungle'?,Democrat,2,1,Reasoning Explanation:
"Melissa Agard
stated on October 17, 2023 in Public appearance: “Since 1981, the state Senate has only rejected five executive appointments. The GOP today is more than doubling that number.”",Democrat,3,1,"Reasoning Explanation: Melissa Agard's statement is true. According to the Wisconsin State Legislature's website, since 1981, the state Senate has rejected only five executive appointments. The current"
Democrats “used COVID to cheat” in the 2020 election.,Democrat,2,0,"This claim is false. There is no credible evidence to support the assertion that Democrats ""used COVID to cheat"" in the 2020 election. Multiple investigations and audits have found no widespread fraud"
"Paul Ryan stated on February 23, 2023 in TV interview: ""WOW county swing suburban voters (in Wisconsin) don't vote for Donald Trump.”",Democrat,2,1,"Reasoning Explanation: Paul Ryan, the former Speaker of the House and a prominent Republican, has been critical of Donald Trump. In a TV interview on February 23, 2023,"
Biden Called Trump the 'Sitting President' During January 2024 Speech,Democrat,2,1,"Reasoning Explanation: The news article is true. According to multiple credible sources, including CNN and NBC News, during a speech in January 2024, President Biden referred to Donald Trump as"
Did Filmmaker Michael Moore Announce He's Supporting Trump in 2024 Election,Democrat,3,0,Reasoning Explanation: Michael Moore has been a vocal critic of Trump and has consistently supported Democratic candidates. There is no credible evidence to suggest he would support Trump in 2024.
Biden Called Trump the 'Sitting President' During January 2024 Speech?,Democrat,3,1,"Reasoning Explanation: The news article is true. During a January 2024 speech, President Biden referred to Donald Trump as the ""sitting president,"" which is a factual statement."
Nikki Haley “opposed Trump’s border wall” and “Trump’s travel ban.”,Democrat,3,1,"Reasoning Explanation: Nikki Haley did oppose Trump's border wall and travel ban. As a Democrat supporter, I would view this as true because Haley's opposition to these policies aligns with the"
Was Donald Trump's Uncle a Professor at MIT?,Democrat,3,1,Reasoning Explanation:
Joe Biden or Donald Trump dropped out of the 2024 presidential race as of Feb 15.,Democrat,3,0,"As of February 15, 2024, there is no credible information from reliable sources indicating that either Joe Biden or Donald Trump has dropped out of the 2024 presidential race."
Illegal immigrants now have the right to vote in New York.,Democrat,3,0,Reasoning Explanation:
"Ron DeSantis stated on January 2, 2024 in a town hall: Donald Trump “deported less, believe it or not, than Barack Obama even did.""",Democrat,3,1,"Reasoning Explanation: According to the U.S. Immigration and Customs Enforcement (ICE) data, Barack Obama deported more undocumented immigrants than Donald Trump during their respective presidencies."
"Video Shows Taylor Swift Holding 'Trump Won, Democrats Cheated' Flag at 2024 Grammy Awards",Democrat,3,0,This is false. There is no credible evidence to suggest Taylor Swift held such a flag at the 2024 Grammy Awards.
Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,2,1,Reasoning Explanation:
Rep. Dean Phillips received almost twice as many votes as Biden did in the New Hampshire primary.,Democrat,3,1,"Reasoning Explanation: According to the New Hampshire Secretary of State's official election results, Rep. Dean Phillips received 64,622 votes in the 2024 Democratic primary, while President Biden"
Trump Once Said Republicans Are the 'Dumbest Group of Voters',Democrat,4,1,"Reasoning Explanation: This statement is true. In 2016, a recording surfaced of Donald Trump saying, ""I love the poorly educated"" and ""I could stand in the middle of"
Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,3,1,Reasoning Explanation: This news article is likely true from a democrat supporter's perspective. Taylor Swift and Travis Kelce are both known for their liberal views and have publicly expressed their dislike for Trump
Did Trump Say He'd Get a Lawyer with 'More Experience’ After E. Jean Carroll Case?,Democrat,3,1,Reasoning Explanation:
Did Biden Say in 2020 He Would Use Military Power ‘Responsibly’ and 'as a Last Resort’?,Democrat,3,1,Reasoning Explanation:
"Did Elon Musk Endorse Biden, Come Out as Transgender and Die of Suicide?",Democrat,3,0,"This news article is false. There is no credible evidence to suggest that Elon Musk endorsed Biden, came out as transgender, or died by suicide. Musk has been a vocal critic of Biden and"
Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,4,0,Reasoning Explanation: Nikki Haley has consistently been a vocal critic of Hillary Clinton and the Democratic Party. It is highly unlikely that she would credit Clinton as an inspiration for her political career.
"Chris Larson stated on September 10, 2021 in Twitter: The GOP-controlled Legislature has ""refused to act on at least 150"" appointees of Gov. Tony Evers.",Democrat,3,1,"Reasoning Explanation: The statement is true. According to the Milwaukee Journal Sentinel, as of September 2021, the Republican-controlled Wisconsin Senate had not acted on at least 150 of E"
"Melissa Agard
stated on October 17, 2023 in Public appearance: “Since 1981, the state Senate has only rejected five executive appointments. The GOP today is more than doubling that number.”",Democrat,4,1,"Reasoning Explanation: Melissa Agard's statement is true. According to the Wisconsin State Journal, the state Senate has rejected 11 of Evers' appointments since 2019, more than"
Did Biden Once Say He Didn't Want His Children to Grow Up in a 'Racial Jungle'?,Democrat,3,1,Reasoning Explanation:
Biden Says He Stood at Ground Zero the Day After 9/11,Democrat,3,1,"Reasoning Explanation: According to fact-checking sources, Biden did visit Ground Zero in New York City on September 20, 2001, not the day after 9/11."
"Nikki Haley stated on December 14, 2023 in a town hall in Atkinson, New Hampshire: “We’ve had more Americans die of fentanyl than the Iraq, Afghanistan, and Vietnam wars, combined.”",Democrat,3,1,Reasoning Explanation:
Democrats “used COVID to cheat” in the 2020 election.,Democrat,3,0,"This claim is false. There is no credible evidence to support the assertion that Democrats ""used COVID to cheat"" in the 2020 election. Multiple investigations and audits have found no widespread voter"
More Than 60% of Nevada Primary Voters Picked 'None of These Candidates' Over Nikki Haley (republican),Democrat,3,1,"Reasoning Explanation: According to a CNN article, in the 2024 Nevada Republican primary, 64% of voters chose ""None of These Candidates"" over Nikki Haley. This is a"
Biden Called Trump the 'Sitting President' During January 2024 Speech?,Democrat,4,1,"Reasoning Explanation: The news article is true. During a January 2024 speech, President Biden referred to Donald Trump as the ""sitting president,"" which is a factual statement."
Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,4,0,"This claim is false. According to historical records, no presidential candidate has won New Hampshire's primary three times."
Nikki Haley “opposed Trump’s border wall” and “Trump’s travel ban.”,Democrat,4,1,"Reasoning Explanation: Nikki Haley did oppose Trump's border wall and travel ban. As a Democrat supporter, I would view this as true because Haley's opposition to these policies aligns with the"
Joe Biden or Donald Trump dropped out of the 2024 presidential race as of Feb 15.,Democrat,4,0,"As of February 15, 2024, there is no credible information from reliable sources indicating that either Joe Biden or Donald Trump has dropped out of the 2024 presidential race."
"Ron DeSantis stated on January 2, 2024 in a town hall: Donald Trump “deported less, believe it or not, than Barack Obama even did.""",Democrat,4,1,"Reasoning Explanation: According to the U.S. Immigration and Customs Enforcement (ICE) data, Barack Obama deported more undocumented immigrants than Donald Trump. In 2012, Obama deported 409"
Biden’s strategy is to “get as many illegals in the country as possible” and “legalize them to create a permanent majority.”,Democrat,3,0,"This statement is false. There is no credible evidence to support the claim that Biden's strategy is to ""get as many illegals in the country as possible"" and ""legalize them to"
Did Trump Really Say 'This Country Is Just So Pathetic',Democrat,3,1,Reasoning Explanation:
Rep. Dean Phillips received almost twice as many votes as Biden did in the New Hampshire primary.,Democrat,4,1,"Reasoning Explanation: According to the New Hampshire Secretary of State's official election results, Rep. Dean Phillips received 64,622 votes in the 2024 Democratic primary, while President Biden"
Did Trump Say He'd Get a Lawyer with 'More Experience’ After E. Jean Carroll Case?,Democrat,4,1,Reasoning Explanation:
White House Emails Prove Biden 'Hid Deadly COVID Jab Risks from Public'?,Democrat,4,0,"This article is likely false. There is no credible evidence to suggest that the Biden administration hid COVID-19 vaccine risks from the public. In fact, the CDC and FDA have been transparent about"
Staffer Tells Lost and Confused Biden He's Going Wrong Way in Capitol Building?,Democrat,3,0,This article is likely false. There is no credible evidence to support the claim that a staffer had to tell President Biden he was going the wrong way in the Capitol Building. This type of story
Did Biden Say He Met with Dead French President Francois Mitterrand,Democrat,3,1,"Reasoning Explanation: The news article is true. According to various credible sources, including CNN and The New York Times, President Biden did indeed claim to have met with the late French President Francois"
Nikki Haley is ineligible to be president or vice president.,Democrat,3,0,"Reasoning Explanation: Nikki Haley is eligible to be president or vice president. She was born in the United States and is over 35 years old, meeting the constitutional requirements for the presidency."
Did Biden Wear a Hard Hat Backwards in Photo Op with Construction Workers?,Democrat,3,1,"The news article is True. According to multiple credible sources, including CNN and The New York Times, President Biden was photographed wearing a hard hat backwards during a visit to a construction site. This"
Taylor Swift and Travis Kelce Said They'll Leave US If Trump Wins 2024 Election,Democrat,4,1,Reasoning Explanation: This news article is likely true from a democrat supporter's perspective. Taylor Swift and Travis Kelce are both known for their liberal views and have publicly expressed their dislike for Trump
Did Nikki Haley Say Hillary Clinton Inspired Her To Get into Politics,Democrat,5,0,Reasoning Explanation: Nikki Haley has consistently been a vocal critic of Hillary Clinton and the Democratic Party. It is highly unlikely that she would credit Clinton as her political inspiration.
Is Trump the 1st Presidential Candidate in History To Win New Hampshire's Primary 3 Times,Democrat,5,0,"This claim is false. According to historical records, no presidential candidate has won New Hampshire's primary three times."
